Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Total Packets,Percent Filtered,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56766,"2a00:1450:4026:804::200a",443,1,86,417,0,0,1,86,0,0,2463.905375,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56767,"2a00:1450:4026:804::200a",443,1,86,418,0,0,1,86,0,0,2463.907182,0,"",""
"192.168.1.177",56768,"216.58.211.234",443,19,7315,419,0,0,10,1494,9,5821,2464.158472,0.14560900000014954,82082,319815
"192.168.1.177",56769,"216.58.211.234",443,94,136452,420,0,0,36,4287,58,132165,2464.159135,187.44078900000022,182,5640
"192.168.1.177",56770,"216.58.211.234",443,17,7208,421,0,0,10,1494,7,5714,2464.160747,0.14326400000027206,83426,319075
"192.168.1.177",56771,"216.58.210.163",80,32,3033,422,0,0,17,1378,15,1655,2464.273955,115.722037,95,114
"192.168.1.177",56772,"216.58.210.163",80,32,3033,423,0,0,17,1378,15,1655,2464.274131,115.72213199999987,95,114
"192.168.1.177",56773,"216.58.210.163",80,32,3033,424,0,0,17,1378,15,1655,2464.274301,115.72178200000008,95,114
"192.168.1.177",50114,"195.148.124.36",5200,30,2741,425,0,0,17,1566,13,1175,2464.336607,10.44540599999982,1199,899
"192.168.1.177",50074,"195.148.124.36",80,1541,10588656,426,0,0,294,20334,1247,10568322,2464.338421,0.4235800000001291,384040,199600018
"192.168.1.177",50076,"195.148.124.36",5200,94345,120369075,427,0,0,78808,119308117,15537,1060958,2464.429569,10.26598100000001,92973573,826775
"192.168.1.177",50102,"188.166.241.168",80,2510,10655283,428,0,0,591,42609,1919,10612674,2464.76063,9.689924999999675,35177,8761821
"192.168.1.177",50110,"195.148.124.36",80,10,1226,429,0,0,6,504,4,722,2468.356141,0.025987999999870226,155148,222256
"192.168.1.177",50106,"195.148.124.138",443,27,9914,430,0,0,14,1664,13,8250,2468.387813,15.190696000000116,876,4344
"192.168.1.177",50142,"188.166.241.168",80,10,1228,431,0,0,6,505,4,723,2475.077578,0.840715000000273,4805,6879
"192.168.1.177",50090,"195.148.124.36",5204,31,2829,432,0,0,17,1582,14,1247,2475.0781,10.228185999999823,1237,975
"192.168.1.177",50100,"195.148.124.36",5204,25247,252554343,433,0,0,6692,443433,18555,252110910,2475.136768,10.165189000000282,348981,198411193
"192.168.1.177",56775,"185.179.237.109",443,36,8698,434,0,0,15,4565,21,4133,2479.272878,13.342413999999735,2737,2478
"192.168.1.177",56776,"185.179.237.109",443,20,4909,435,0,0,9,2858,11,2051,2479.274662,5.048145000000204,4529,3250
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56777,"2001:14b8:1800:303::3ea5:9f08",443,1,86,436,0,0,1,86,0,0,2480.546457,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56778,"2001:14b8:1800:303::3ea5:9f08",443,1,86,437,0,0,1,86,0,0,2480.768013,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56779,"2001:14b8:1800:303::3ea5:9f29",443,1,86,438,0,0,1,86,0,0,2480.834229,0,"",""
"192.168.1.177",56780,"62.165.159.8",443,45,72815,439,0,0,18,2062,27,70753,2480.860628,120.03937300000007,137,4715
"192.168.1.177",56781,"62.165.159.8",443,19,2348,440,0,0,8,1132,11,1216,2481.078749,100.05565999999999,90,97
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56782,"2001:14b8:1800:303::3ea5:9f29",443,1,86,441,0,0,1,86,0,0,2481.079048,0,"",""
"192.168.1.177",56783,"62.165.159.41",443,42,82355,442,0,0,15,2048,27,80307,2481.137055,120.02864599999975,136,5352
"192.168.1.177",56785,"62.165.159.41",443,20,2402,443,0,0,9,1186,11,1216,2481.389948,100.03808799999979,94,97
"192.168.1.177",50144,"188.166.241.168",5208,32,2863,444,0,0,18,1627,14,1236,2485.307546,13.186563000000206,987,749
"192.168.1.177",50152,"188.166.241.168",5208,3507,3739887,445,0,0,2427,3668731,1080,71156,2486.466251,11.09664100000009,2644930,51299
"192.168.1.177",50060,"195.148.124.138",443,29,10143,446,0,0,16,1796,13,8347,2487.601993,15.15625,947,4405
"192.168.1.177",56787,"185.179.237.109",443,40,9481,447,0,0,18,5520,22,3961,2493.156291,12.288042000000132,3593,2578
"192.168.1.62",51497,"192.168.1.177",7680,8,531,448,0,0,5,357,3,174,2494.539976,0.006718000000091706,425126,207204
"192.168.1.177",50096,"188.166.241.168",5204,32,2865,449,0,0,18,1645,14,1220,2498.229874,13.21189299999969,996,738
"192.168.1.177",50098,"188.166.241.168",5204,7714,53789601,450,0,0,1631,111067,6083,53678534,2499.393973,11.762185999999929,75541,36509223
"192.168.1.177",50086,"195.148.124.138",443,26,9835,451,0,0,14,1664,12,8171,2506.774217,12.631837999999789,1053,5174
"192.168.1.177",56790,"185.179.237.109",443,46,11002,452,0,0,19,6185,27,4817,2506.974349,15.286555000000135,3236,2520
"192.168.1.62",51529,"192.168.1.177",7680,8,531,453,0,0,5,357,3,174,2534.555801,0.005364000000099622,532438,259507
"192.168.1.177",56794,"34.120.208.123",443,48,9158,454,0,0,23,5693,25,3465,2537.131325,170.50463400000035,267,162
"192.168.1.177",56796,"216.58.209.174",443,37,11964,455,0,0,20,2956,17,9008,2542.348469,170.30058999999983,138,423
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56799,"2a05:d014:58f:6200::64",80,5,430,456,0,0,5,430,0,0,2560.234674,15.021613000000343,229,0
"192.168.1.177",56800,"149.154.167.99",443,41,23371,457,0,0,17,3677,24,19694,2563.387248,30.32261100000005,970,5195
"192.168.1.62",51571,"192.168.1.177",7680,8,531,458,0,0,5,357,3,174,2574.570027,0.006037999999989552,473004,230539
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56802,"2a05:d014:275:cb01::c8",80,5,430,459,0,0,5,430,0,0,2581.270754,15.036267999999836,228,0
"192.168.1.177",56805,"213.239.220.37",443,156,34791,460,0,0,73,14060,83,20731,2600.256837,361.19766400000026,311,459
"192.168.1.177",56806,"3.72.140.173",80,15,1268,461,0,0,8,553,7,715,2602.3219,67.88881600000013,65,84
"192.168.1.177",56807,"3.72.140.173",443,26,6536,462,0,0,14,1380,12,5156,2602.377085,67.83395699999983,162,608
"192.168.1.177",56808,"149.154.167.99",443,272,559699,463,0,0,155,144128,117,415571,2602.490995,93.29603999999972,12358,35634
"192.168.1.177",56810,"149.154.167.99",443,297,288246,464,0,0,237,277827,60,10419,2606.387973,30.490035000000262,72896,2733
"192.168.1.177",56811,"149.154.167.99",443,195,180781,465,0,0,155,177299,40,3482,2606.517469,30.37556799999993,46695,917
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56812,"2001:14b8:1800:303::3ea5:9f08",443,1,86,466,0,0,1,86,0,0,2612.275281,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56813,"2001:14b8:1800:303::3ea5:9f08",443,1,86,467,0,0,1,86,0,0,2612.520541,0,"",""
"192.168.1.177",56814,"62.165.159.41",443,55,191467,468,0,0,22,2358,33,189109,2612.589664,120.020489,157,12605
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56815,"2001:14b8:1800:303::3ea5:9f29",443,1,86,469,0,0,1,86,0,0,2612.74479,0,"",""
"192.168.1.177",56816,"62.165.159.41",443,18,2270,470,0,0,8,1120,10,1150,2612.825509,100.0386410000001,89,91
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56817,"2001:14b8:1800:303::3ea5:9f29",443,1,86,471,0,0,1,86,0,0,2612.997853,0,"",""
"192.168.1.177",56818,"62.165.159.8",443,38,41856,472,0,0,15,2048,23,39808,2613.059783,120.033144,136,2653
"192.168.1.177",56819,"62.165.159.8",443,18,2270,473,0,0,8,1120,10,1150,2613.308939,100.03872499999989,89,91
"192.168.1.62",51602,"192.168.1.177",7680,8,531,474,0,0,5,357,3,174,2614.575321,0.005920000000060099,482432,235135
"192.168.1.62",51611,"192.168.1.177",7680,8,531,475,0,0,5,357,3,174,2654.57689,0.010511000000406057,271715,132432
"192.168.1.177",56825,"52.184.216.226",443,24,5738,476,0,0,14,2085,10,3653,2663.623545,96.87484200000017,172,301
"192.168.1.62",51638,"192.168.1.177",7680,8,531,477,0,0,5,357,3,174,2694.582626,0.007159000000228843,398938,194440
"192.168.1.177",56832,"216.58.211.234",443,29,5092,478,0,0,13,2774,16,2318,2732.981145,0.23341499999969528,95075,79446
"192.168.1.177",56833,"216.58.211.234",443,29,5091,479,0,0,13,2773,16,2318,2732.982025,0.23247300000002724,95426,79768
"192.168.1.62",51657,"192.168.1.177",7680,8,531,480,0,0,5,357,3,174,2734.594889,0.024574000000029628,116220,56645
"192.168.1.177",56838,"185.136.68.153",443,22,6385,481,0,0,9,1575,13,4810,2770.464956,3.084389000000101,4085,12475
"192.168.1.62",51666,"192.168.1.177",7680,8,531,482,0,0,5,357,3,174,2774.599413,0.011269000000083906,253438,123524
"192.168.1.177",56841,"149.154.167.99",443,240,777119,483,0,0,59,8239,181,768880,2793.073804,42.17743900000005,1562,145837
"192.168.1.177",56843,"149.154.167.99",443,101,221946,484,0,0,27,3717,74,218229,2804.403478,30.959638999999697,960,56390
"192.168.1.177",56844,"149.154.170.200",443,106,378706,485,0,0,41,5176,65,373530,2804.414313,32.43761199999972,1276,92122
"192.168.1.177",56846,"34.120.208.123",443,37,6509,486,0,0,19,4021,18,2488,2813.475172,171.20657299999993,187,116
"192.168.1.62",51687,"192.168.1.177",7680,8,531,487,0,0,5,357,3,174,2814.614936,0.0072789999999258725,392361,191235
"192.168.1.177",56849,"68.232.34.52",443,19,8619,488,0,0,9,1371,10,7248,2837.434907,0.055565000000115106,197390,1043534
"192.168.1.177",56850,"185.136.68.153",443,22,6585,489,0,0,9,1775,13,4810,2838.668984,3.0789350000000013,4611,12497
"192.168.1.177",56851,"20.190.177.23",443,24,30089,490,0,0,14,8268,10,21821,2843.676102,0.331789000000299,199355,526141
"192.168.1.62",51720,"192.168.1.177",7680,8,531,491,0,0,5,357,3,174,2854.627148,0.008292999999866879,344386,167852
"192.168.1.62",51727,"192.168.1.177",7680,8,531,492,0,0,5,357,3,174,2894.637921,0.007197999999789317,396776,193387
"192.168.1.177",56857,"185.136.68.153",443,22,6579,493,0,0,9,1769,13,4810,2901.175926,3.0764090000002398,4600,12508
"192.168.1.177",56859,"192.229.221.95",80,10,1134,494,0,0,6,620,4,514,2903.848587,60.03567199999998,82,68
"192.168.1.62",51736,"192.168.1.177",7680,8,531,495,0,0,5,357,3,174,2934.641388,0.007091999999829568,402707,196277
"192.168.1.177",56863,"34.117.237.239",443,33,4707,496,0,0,17,2758,16,1949,2937.383894,170.8268039999998,129,91
"192.168.1.62",51747,"192.168.1.177",7680,8,531,497,0,0,5,357,3,174,2974.653375,0.005720999999994092,499213,243314
"192.168.1.177",56869,"52.184.217.20",443,21,5511,498,0,0,11,1919,10,3592,2991.966738,125.48979800000006,122,228
"192.168.1.62",51750,"192.168.1.177",7680,8,531,499,0,0,5,357,3,174,3014.671806,0.020828000000165048,137123,66833
"192.168.1.177",56874,"149.154.167.99",443,36,9999,500,0,0,19,2410,17,7589,3033.930194,170.70722100000012,112,355
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56875,"2600:1901:1:c36::",443,1,86,501,0,0,1,86,0,0,3035.146885,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56876,"2600:1901:1:c36::",443,1,86,502,0,0,1,86,0,0,3035.402712,0,"",""
"192.168.1.177",56877,"35.186.224.25",443,53,6573,503,0,0,26,3054,27,3519,3035.449638,610.1036909999998,40,46
"192.168.1.177",56878,"35.186.224.25",443,42,3997,504,0,0,21,1800,21,2197,3035.716545,660.0377859999999,21,26
"192.168.1.62",51767,"192.168.1.177",7680,8,531,505,0,0,5,357,3,174,3054.68032,0.006991000000198255,408525,199113
"192.168.1.177",50154,"195.148.124.36",80,10,1226,506,0,0,6,504,4,722,3068.573589,0.00825699999995777,488312,699527
"192.168.1.177",50156,"188.166.241.168",80,10,1228,507,0,0,6,505,4,723,3075.20088,0.8264349999999467,4888,6998
"192.168.1.177",56885,"20.189.173.18",443,31,8788,508,0,0,14,2881,17,5907,3090.794278,2.741537000000335,8406,17237
"192.168.1.62",51781,"192.168.1.177",7680,8,531,509,0,0,5,357,3,174,3094.683765,0.011341999999785912,251807,122729
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56888,"2a02:26f0:41::216:1f93",443,5,430,510,0,0,5,430,0,0,3120.256497,15.047534000000269,228,0
"192.168.1.62",51785,"192.168.1.177",7680,8,531,511,0,0,5,357,3,174,3134.696654,0.00874599999997372,326549,159158
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56892,"2a02:26f0:41::216:1f9b",443,5,430,512,0,0,5,430,0,0,3141.308081,15.015294999999696,229,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56893,"2a00:1450:4026:804::200a",443,1,86,513,0,0,1,86,0,0,3141.977874,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56894,"2a00:1450:4026:804::200a",443,1,86,514,0,0,1,86,0,0,3142.233073,0,"",""
"192.168.1.177",56895,"216.58.210.138",443,37,6706,515,0,0,18,2450,19,4256,3142.280046,240.0583670000001,81,141
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56896,"2a00:1450:4026:804::200a",443,1,86,516,0,0,1,86,0,0,3142.3536,0,"",""
"192.168.1.177",56897,"216.58.210.138",443,26,3813,517,0,0,13,1567,13,2246,3142.543708,290.04098999999997,43,61
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56898,"2a00:1450:4026:804::200a",443,1,86,518,0,0,1,86,0,0,3142.59066,0,"",""
"192.168.1.177",56899,"216.58.211.234",443,37,5893,519,0,0,18,2620,19,3273,3142.666795,240.30394399999977,87,108
"192.168.1.177",56900,"216.58.211.234",443,26,3878,520,0,0,13,1593,13,2285,3142.899229,290.030667,43,63
"192.168.1.177",56903,"104.84.152.10",443,29,32835,521,0,0,13,1277,16,31558,3162.333429,0.06380699999999706,160107,3956681
"192.168.1.177",56904,"185.136.68.153",443,22,6449,522,0,0,9,1639,13,4810,3163.465766,3.0786990000001424,4258,12498
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56906,"2620:1ec:12::239",443,1,86,523,0,0,1,86,0,0,3172.102475,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56908,"2620:1ec:12::239",443,1,86,524,0,0,1,86,0,0,3172.341609,0,"",""
"192.168.1.177",56910,"204.79.197.239",443,30,10098,525,0,0,13,2208,17,7890,3172.404978,125.45313900000019,140,503
"192.168.1.177",56911,"204.79.197.239",443,20,8236,526,0,0,9,1250,11,6986,3172.65432,123.72244599999976,80,451
"192.168.1.177",56912,"35.186.227.140",443,95,25439,527,0,0,43,18465,52,6974,3173.562636,172.15394399999968,858,324
"192.168.1.177",56913,"34.110.207.168",443,31,5672,528,0,0,17,3578,14,2094,3173.56734,170.92094499999985,167,98
"192.168.1.62",51794,"192.168.1.177",7680,8,531,529,0,0,5,357,3,174,3174.712805,0.005807999999888125,491735,239669
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56914,"2620:1ec:12::239",443,1,86,530,0,0,1,86,0,0,3176.024246,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56915,"2620:1ec:12::239",443,1,86,531,0,0,1,86,0,0,3176.284692,0,"",""
"192.168.1.177",56916,"204.79.197.239",443,34,17258,532,0,0,17,6226,17,11032,3176.330633,126.31949200000008,394,698
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56917,"2a02:26f0:5200::17c9:2b89",443,1,86,533,0,0,1,86,0,0,3176.50938,0,"",""
"192.168.1.177",56918,"204.79.197.239",443,21,8290,534,0,0,8,1196,13,7094,3176.598442,127.4779010000002,75,445
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56919,"2a02:26f0:5200::17c9:2b89",443,1,86,535,0,0,1,86,0,0,3176.757455,0,"",""
"192.168.1.177",56920,"95.101.142.225",443,32,6834,536,0,0,14,3724,18,3110,3176.820357,120.25543500000003,247,206
"192.168.1.177",56922,"95.101.142.225",443,18,2273,537,0,0,8,1123,10,1150,3177.071537,100.05918800000018,89,91
"192.168.1.177",56925,"72.25.64.8",443,68,64569,538,0,0,35,33325,33,31244,3200.906969,1.4900099999999838,178924,167751
"192.168.1.177",56926,"185.136.68.153",443,22,6425,539,0,0,9,1615,13,4810,3203.25683,3.0804840000000695,4194,12491
"192.168.1.62",51806,"192.168.1.177",7680,8,531,540,0,0,5,357,3,174,3214.715006,0.013521000000309868,211226,102950
"192.168.1.62",51809,"192.168.1.177",7680,8,531,541,0,0,5,357,3,174,3254.72064,0.011660000000119908,244939,119382
"192.168.1.62",51819,"192.168.1.177",7680,8,531,542,0,0,5,357,3,174,3294.752286,0.00853400000005422,334661,163112
"192.168.1.177",56939,"149.154.167.99",443,40,10890,543,0,0,21,3176,19,7714,3333.367647,176.24389900000006,144,350
"192.168.1.62",51830,"192.168.1.177",7680,8,531,544,0,0,5,357,3,174,3334.741334,0.007364000000052329,387832,189027
"192.168.1.177",56941,"149.154.167.99",443,49,28747,545,0,0,18,3571,31,25176,3343.473411,30.37582999999995,940,6630
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56942,"2a05:d014:58f:6200::64",80,5,430,546,0,0,5,430,0,0,3351.426814,15.041356000000178,228,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56945,"2a05:d014:275:cb01::c8",80,5,430,547,0,0,5,430,0,0,3372.469259,15.028953000000001,228,0
"192.168.1.62",51834,"192.168.1.177",7680,8,531,548,0,0,5,357,3,174,3374.747629,0.024346000000150525,117308,57175
"192.168.1.177",56948,"3.72.140.173",80,15,1268,549,0,0,8,553,7,715,3393.501986,67.95086599999968,65,84
"192.168.1.177",56949,"3.72.140.173",443,22,2365,550,0,0,12,1230,10,1135,3393.570536,67.88231599999972,144,133
"192.168.1.62",51847,"192.168.1.177",7680,8,531,551,0,0,5,357,3,174,3414.762734,0.006601000000046042,432661,210877
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56956,"2a02:26f0:1200:58d::21cc",80,1,86,552,0,0,1,86,0,0,3453.664384,0,"",""
"192.168.1.177",56957,"23.60.21.15",80,10,1797,553,0,0,6,563,4,1234,3453.979221,61.13885200000004,73,161
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56958,"2a02:26f0:1200:581::21cc",80,1,86,554,0,0,1,86,0,0,3454.052248,0,"",""
"192.168.1.177",56959,"23.60.21.15",80,10,1380,555,0,0,6,563,4,817,3454.364592,60.7725190000001,74,107
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56960,"2a00:1450:4026:805::2003",80,1,86,556,0,0,1,86,0,0,3454.405096,0,"",""
"192.168.1.177",56961,"216.58.210.163",80,10,993,557,0,0,6,543,4,450,3454.706117,60.405297999999675,71,59
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56962,"2001:1900:233b:1f00::1fe",80,1,86,558,0,0,1,86,0,0,3454.74107,0,"",""
"192.168.1.62",51871,"192.168.1.177",7680,8,531,559,0,0,5,357,3,174,3454.77905,0.01421200000004319,200956,97945
"192.168.1.177",56963,"93.184.221.240",80,12,1819,560,0,0,7,958,5,861,3455.049293,60.069668999999976,127,114
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56965,"2a00:1450:4026:802::200a",443,1,86,561,0,0,1,86,0,0,3470.985615,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56966,"2a00:1450:4026:802::200a",443,1,86,562,0,0,1,86,0,0,3471.238015,0,"",""
"192.168.1.177",56967,"216.58.210.138",443,1477,156984,563,0,0,592,56150,885,100834,3471.301216,2697.2099690000005,166,299
"192.168.1.177",56968,"216.58.210.138",443,16,3169,564,0,0,9,1373,7,1796,3471.549624,92.76705899999979,118,154
"192.168.1.62",51878,"192.168.1.177",7680,8,531,565,0,0,5,357,3,174,3494.793329,0.008313999999700172,343516,167428
"192.168.1.177",56974,"35.186.227.140",443,4930,2785514,566,0,0,2342,2536443,2588,249071,3527.640405,1876.3270830000001,10814,1061
"192.168.1.177",56975,"34.110.207.168",443,47,7640,567,0,0,24,4863,23,2777,3528.687921,302.0000579999996,128,73
"192.168.1.177",56977,"40.114.178.124",443,35,8607,568,0,0,16,2349,19,6258,3530.334561,20.113534000000072,934,2489
"192.168.1.62",51889,"192.168.1.177",7680,8,531,569,0,0,5,357,3,174,3534.797349,0.00800100000014936,356955,173978
"192.168.1.177",56978,"34.117.65.55",443,32,7955,570,0,0,15,1901,17,6054,3535.100945,170.43686099999968,89,284
"192.168.1.177",56979,"34.117.65.55",443,41,6022,571,0,0,17,3222,24,2800,3535.151179,2401.2315439999998,10,9
"192.168.1.177",56980,"34.149.100.209",443,88,84768,572,0,0,37,3846,51,80922,3535.584248,237.26527699999997,129,2728
"192.168.1.177",56981,"34.160.144.191",443,44,14093,573,0,0,19,2026,25,12067,3535.841075,170.9234980000001,94,564
"192.168.1.177",56982,"34.117.121.53",443,22,6558,574,0,0,11,1149,11,5409,3536.255838,0.07360000000016953,124891,587934
"192.168.1.177",56983,"34.117.121.53",443,47,13354,575,0,0,21,2276,26,11078,3536.256027,170.51638200000025,106,519
"192.168.1.177",56984,"62.183.170.50",80,32,3218,576,0,0,17,1375,15,1843,3536.315639,115.52479900000026,95,127
"192.168.1.177",56985,"62.183.170.50",80,32,3218,577,0,0,17,1375,15,1843,3536.315766,115.52563699999973,95,127
"192.168.1.177",56987,"216.58.211.234",443,29,10377,578,0,0,13,2915,16,7462,3549.295691,0.23138600000038423,100783,257993
"192.168.1.177",56988,"162.55.98.14",443,206,48911,579,0,0,97,22393,109,26518,3551.280851,402.95440599999984,444,526
"192.168.1.177",56990,"34.120.208.123",443,93,24556,580,0,0,45,15888,48,8668,3558.686109,323.2629469999997,393,214
"192.168.1.62",51912,"192.168.1.177",7680,8,531,581,0,0,5,357,3,174,3574.798143,0.007872000000133994,362804,176829
"192.168.1.177",56993,"149.154.167.99",443,86,34334,582,0,0,45,6345,41,27989,3578.223468,226.24856699999964,224,989
"192.168.1.177",56994,"149.154.167.99",443,827,3790945,583,0,0,226,25806,601,3765139,3578.536413,44.71877900000027,4616,673567
"192.168.1.177",56995,"149.154.170.200",443,211,948104,584,0,0,87,10722,124,937382,3579.472513,44.527104999999665,1926,168415
"192.168.1.177",56997,"149.154.174.200",443,51,173231,585,0,0,21,3293,30,169938,3586.745765,31.808808999999655,828,42739
"192.168.1.177",57000,"185.179.237.109",443,21,8615,586,0,0,11,1994,10,6621,3607.928299,5.0375639999997475,3166,10514
"192.168.1.177",57001,"185.179.237.109",443,38,9198,587,0,0,17,5156,21,4042,3614.428346,11.216750999999931,3677,2882
"192.168.1.62",51919,"192.168.1.177",7680,8,531,588,0,0,5,357,3,174,3614.801132,0.008391999999730615,340324,165872
"192.168.1.177",57003,"130.233.229.20",443,506,977112,589,0,0,312,379771,194,597341,3628.860928,18.92490399999997,160538,252510
"192.168.1.177",57005,"52.85.49.34",443,40,10201,590,0,0,19,2450,21,7751,3630.53638,170.88525299999992,114,362
"192.168.1.177",57006,"130.233.229.20",443,17,4419,591,0,0,9,3002,8,1417,3635.574175,4.042939999999817,5940,2803
"192.168.1.62",51930,"192.168.1.177",7680,8,531,592,0,0,5,357,3,174,3654.817576,0.00603000000000975,473631,230845
"192.168.1.177",50066,"195.148.124.36",80,10,1226,593,0,0,6,504,4,722,3668.668828,0.011358000000200263,354992,508540
"192.168.1.177",50110,"188.166.241.168",80,10,1228,594,0,0,6,505,4,723,3677.471962,0.8464770000000499,4772,6833
"192.168.1.177",57011,"95.216.67.183",443,32,8873,595,0,0,15,2179,17,6694,3682.362674,44.1557029999999,394,1212
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57012,"2a01:4f8:271:134e::2",443,1,86,596,0,0,1,86,0,0,3682.385173,0,"",""
"192.168.1.177",57013,"162.55.98.14",443,42,9100,597,0,0,23,3234,19,5866,3682.636401,170.67841499999986,151,274
"192.168.1.177",57014,"62.183.170.50",80,32,3217,598,0,0,17,1375,15,1842,3682.748324,115.59051899999986,95,127
"192.168.1.62",51942,"192.168.1.177",7680,8,531,599,0,0,5,357,3,174,3694.819873,0.006063000000267493,471053,229589
"192.168.1.62",51947,"192.168.1.177",7680,8,531,600,0,0,5,357,3,174,3734.823269,0.011614000000008673,245910,119855
"192.168.1.62",51955,"192.168.1.177",7680,8,531,601,0,0,5,357,3,174,3774.838417,0.005407999999988533,528106,257396
"192.168.1.177",57026,"34.120.52.64",443,108,22769,602,0,0,48,6104,60,16665,3780.290333,346.4400450000003,140,384
"192.168.1.62",51999,"192.168.1.177",7680,8,531,603,0,0,5,357,3,174,3814.841083,0.007704000000103406,370716,180685
"192.168.1.177",57033,"34.117.237.239",443,32,4653,604,0,0,17,2758,15,1895,3840.219458,172.00079099999994,128,88
"192.168.1.62",52010,"192.168.1.177",7680,8,531,605,0,0,5,357,3,174,3854.846397,0.007655000000340806,373089,181841
"192.168.1.177",57036,"34.110.207.168",443,181,26752,606,0,0,91,18349,90,8403,3863.831649,1540.1429979999998,95,43
"192.168.1.177",57038,"149.154.167.99",443,45,37491,607,0,0,24,3538,21,33953,3877.059346,227.25444499999958,124,1195
"192.168.1.62",52018,"192.168.1.177",7680,8,531,608,0,0,5,357,3,174,3894.849338,0.007036999999854743,405854,197811
"192.168.1.177",57043,"34.117.138.150",443,33,8295,609,0,0,17,2016,16,6279,3915.698435,170.87244900000042,94,293
"192.168.1.62",52030,"192.168.1.177",7680,8,531,610,0,0,5,357,3,174,3934.867399,0.012054999999691063,236914,115470
"192.168.1.62",52095,"192.168.1.177",7680,8,531,611,0,0,5,357,3,174,3974.870307,0.006300999999893975,453261,220917
"192.168.1.62",52105,"192.168.1.177",7680,8,531,612,0,0,5,357,3,174,4014.881896,0.008125000000291038,351507,171323
"192.168.1.177",57054,"51.124.78.146",443,66,317721,613,0,0,27,3091,39,314630,4027.422834,0.4275470000002315,57836,5887165
"192.168.1.177",57055,"54.214.185.83",443,19,8432,614,0,0,10,2510,9,5922,4033.976225,1.0115500000001703,19850,46835
"192.168.1.177",57056,"192.229.221.95",80,32,3067,615,0,0,17,1376,15,1691,4034.423629,115.10369100000025,95,117
"192.168.1.177",57057,"34.120.158.37",443,36,70527,616,0,0,17,2229,19,68298,4034.834273,0.6055550000000949,29447,902286
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57058,"2001:14b8:1800:300::3eb7:aa32",80,5,430,617,0,0,5,430,0,0,4034.897851,15.035865999999714,228,0
"192.168.1.177",57059,"62.183.170.50",80,32,3218,618,0,0,17,1375,15,1843,4035.198776,115.33147699999972,95,127
"192.168.1.177",57060,"34.120.158.37",443,25,16129,619,0,0,13,2529,12,13600,4035.272281,0.026018000000021857,777615,4181720
"192.168.1.177",57061,"34.120.158.37",443,25,6638,620,0,0,13,2535,12,4103,4035.300994,0.01731599999993705,1171171,1895587
"192.168.1.177",57062,"34.120.158.37",443,26,11429,621,0,0,13,2530,13,8899,4035.319779,0.22246799999993527,90979,320010
"192.168.1.177",57063,"34.120.158.37",443,28,8578,622,0,0,14,2590,14,5988,4035.340123,0.2218990000001213,93375,215882
"192.168.1.177",57064,"34.120.158.37",443,25,13304,623,0,0,13,2532,12,10772,4035.361503,0.020763999999871885,975534,4150260
